,date,ADMIN0,ADMIN1,ADMIN2,CS
5757,2011-10-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6964,2011-10-01,Ethiopia,Addis Ababa,Region 14,99.0
2964,2014-01-01,Ethiopia,SNNPR,Segen,1.0
2965,2014-01-01,Ethiopia,Oromia,Bale,1.0
2967,2014-01-01,Ethiopia,Oromia,Borena,1.0
1483,2014-01-01,Ethiopia,Somali,Jarar,2.0
2981,2014-01-01,Ethiopia,Oromia,East Wellega,1.0
2983,2014-01-01,Ethiopia,SNNPR,Gedeo,1.0
2984,2014-01-01,Ethiopia,Oromia,Gujii,1.0
2988,2014-01-01,Ethiopia,Oromia,Ilubabor,1.0
1490,2014-01-01,Ethiopia,Somali,Fafan,2.0
2993,2014-01-01,Ethiopia,Oromia,Kelem,1.0
1495,2014-01-01,Ethiopia,Somali,Korahe,2.0
1496,2014-01-01,Ethiopia,Somali,Liben,2.0
2998,2014-01-01,Ethiopia,Amhara,North Wollo,1.0
2999,2014-01-01,Ethiopia,Gambela,Nuer,1.0
1500,2014-01-01,Ethiopia,Somali,Sitti,2.0
1504,2014-01-01,Ethiopia,Tigray,South Tigray,2.0
3010,2014-01-01,Ethiopia,Oromia,West Hararge,1.0
3012,2014-01-01,Ethiopia,Oromia,West Wellega,1.0
1510,2014-01-01,Ethiopia,Afar,Awusi,2.0
1512,2014-01-01,Ethiopia,Afar,Fanti,2.0
1514,2014-01-01,Ethiopia,Somali,Shebelle,2.0
3021,2014-01-01,Ethiopia,Gambela,Itang,1.0
3022,2014-01-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
3024,2014-01-01,Ethiopia,Gambela,Agniwak,1.0
3026,2014-01-01,Ethiopia,Oromia,East Hararge,1.0
1519,2014-01-01,Ethiopia,Tigray,East Tigray,2.0
3028,2014-01-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
3029,2014-01-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
7058,2014-01-01,Ethiopia,Afar,Kilbati,3.0
1523,2014-01-01,Ethiopia,Somali,Nogob,2.0
1525,2014-01-01,Ethiopia,Somali,Dollo,2.0
2966,2014-01-01,Ethiopia,SNNPR,Sheka,1.0
1475,2014-01-01,Ethiopia,SNNPR,Sidama,2.0
1476,2014-01-01,Ethiopia,Somali,Afder,2.0
1477,2014-01-01,Ethiopia,SNNPR,Alaba,2.0
2971,2014-01-01,Ethiopia,Oromia,Arsi,1.0
2973,2014-01-01,Ethiopia,SNNPR,Basketo,1.0
2974,2014-01-01,Ethiopia,SNNPR,Bench Maji,1.0
1481,2014-01-01,Ethiopia,Tigray,Central Tigray,2.0
2976,2014-01-01,Ethiopia,SNNPR,Dawro,1.0
2978,2014-01-01,Ethiopia,Dire Dawa,Dire Dawa,1.0
2979,2014-01-01,Ethiopia,Amhara,East Gojam,1.0
2980,2014-01-01,Ethiopia,Oromia,East Shewa,1.0
2982,2014-01-01,Ethiopia,SNNPR,Gamo Gofa,1.0
2985,2014-01-01,Ethiopia,SNNPR,Gurage,1.0
2987,2014-01-01,Ethiopia,Oromia,Horo Guduru,1.0
2990,2014-01-01,Ethiopia,Oromia,Jimma,1.0
2991,2014-01-01,Ethiopia,SNNPR,Kembata Tembaro,1.0
2992,2014-01-01,Ethiopia,SNNPR,Keffa,1.0
2994,2014-01-01,Ethiopia,SNNPR,Konta,1.0
2996,2014-01-01,Ethiopia,Gambela,Mezhenger,1.0
2997,2014-01-01,Ethiopia,Amhara,North Shewa,1.0
3000,2014-01-01,Ethiopia,Amhara,Oromia,1.0
3002,2014-01-01,Ethiopia,Amhara,South Gondar,1.0
1502,2014-01-01,Ethiopia,SNNPR,South Omo,2.0
3004,2014-01-01,Ethiopia,Amhara,South Wollo,1.0
3006,2014-01-01,Ethiopia,Amhara,Argoba,1.0
1505,2014-01-01,Ethiopia,Amhara,Wag Himra,2.0
3008,2014-01-01,Ethiopia,Oromia,West Arsi,1.0
3011,2014-01-01,Ethiopia,Oromia,West Shewa,1.0
3013,2014-01-01,Ethiopia,Tigray,West Tigray,1.0
3014,2014-01-01,Ethiopia,SNNPR,Wolayita,1.0
3015,2014-01-01,Ethiopia,SNNPR,Yem,1.0
1511,2014-01-01,Ethiopia,Afar,Gabi,2.0
1513,2014-01-01,Ethiopia,Afar,Khari,2.0
3020,2014-01-01,Ethiopia,Tigray,Northwest Tigray,1.0
3025,2014-01-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
3031,2014-01-01,Ethiopia,Oromia,South West Shewa,1.0
3034,2014-01-01,Ethiopia,SNNPR,Hadiya,1.0
1524,2014-01-01,Ethiopia,SNNPR,Silltie,2.0
2986,2014-01-01,Ethiopia,Harari,Harari,1.0
3033,2014-01-01,Ethiopia,Amhara,North Gondar,1.0
3009,2014-01-01,Ethiopia,Amhara,West Gojam,1.0
2972,2014-01-01,Ethiopia,Amhara,Awi,1.0
3023,2014-01-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6882,2014-01-01,Ethiopia,Addis Ababa,Region 14,99.0
3743,2012-07-01,Ethiopia,SNNPR,Segen,3.0
4410,2012-07-01,Ethiopia,Oromia,Bale,3.0
1528,2012-07-01,Ethiopia,Oromia,Borena,2.0
4419,2012-07-01,Ethiopia,Somali,Jarar,3.0
5465,2012-07-01,Ethiopia,Oromia,East Wellega,1.0
4424,2012-07-01,Ethiopia,SNNPR,Gedeo,3.0
1534,2012-07-01,Ethiopia,Oromia,Gujii,2.0
5471,2012-07-01,Ethiopia,Oromia,Ilubabor,1.0
4428,2012-07-01,Ethiopia,Somali,Fafan,3.0
5474,2012-07-01,Ethiopia,Oromia,Kelem,1.0
4432,2012-07-01,Ethiopia,Somali,Korahe,3.0
4433,2012-07-01,Ethiopia,Somali,Liben,3.0
3759,2012-07-01,Ethiopia,Amhara,North Wollo,3.0
5478,2012-07-01,Ethiopia,Gambela,Nuer,1.0
4438,2012-07-01,Ethiopia,Somali,Sitti,3.0
3159,2012-07-01,Ethiopia,Tigray,South Tigray,2.0
4445,2012-07-01,Ethiopia,Oromia,West Hararge,3.0
5485,2012-07-01,Ethiopia,Oromia,West Wellega,1.0
4447,2012-07-01,Ethiopia,Afar,Awusi,3.0
3170,2012-07-01,Ethiopia,Afar,Fanti,2.0
4450,2012-07-01,Ethiopia,Somali,Shebelle,3.0
5489,2012-07-01,Ethiopia,Gambela,Itang,1.0
5490,2012-07-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5492,2012-07-01,Ethiopia,Gambela,Agniwak,1.0
4454,2012-07-01,Ethiopia,Oromia,East Hararge,3.0
3177,2012-07-01,Ethiopia,Tigray,East Tigray,2.0
5494,2012-07-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5495,2012-07-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
3179,2012-07-01,Ethiopia,Afar,Kilbati,2.0
4460,2012-07-01,Ethiopia,Somali,Nogob,3.0
4462,2012-07-01,Ethiopia,Somali,Dollo,3.0
5457,2012-07-01,Ethiopia,SNNPR,Sheka,1.0
4412,2012-07-01,Ethiopia,SNNPR,Sidama,3.0
4413,2012-07-01,Ethiopia,Somali,Afder,3.0
4414,2012-07-01,Ethiopia,SNNPR,Alaba,3.0
3132,2012-07-01,Ethiopia,Oromia,Arsi,2.0
3134,2012-07-01,Ethiopia,SNNPR,Basketo,2.0
5461,2012-07-01,Ethiopia,SNNPR,Bench Maji,1.0
3136,2012-07-01,Ethiopia,Tigray,Central Tigray,2.0
5462,2012-07-01,Ethiopia,SNNPR,Dawro,1.0
6620,2012-07-01,Ethiopia,Dire Dawa,Dire Dawa,99.0
5463,2012-07-01,Ethiopia,Amhara,East Gojam,1.0
5464,2012-07-01,Ethiopia,Oromia,East Shewa,1.0
3753,2012-07-01,Ethiopia,SNNPR,Gamo Gofa,3.0
3144,2012-07-01,Ethiopia,SNNPR,Gurage,2.0
5470,2012-07-01,Ethiopia,Oromia,Horo Guduru,1.0
5472,2012-07-01,Ethiopia,Oromia,Jimma,1.0
3756,2012-07-01,Ethiopia,SNNPR,Kembata Tembaro,3.0
5473,2012-07-01,Ethiopia,SNNPR,Keffa,1.0
5475,2012-07-01,Ethiopia,SNNPR,Konta,1.0
5476,2012-07-01,Ethiopia,Gambela,Mezhenger,1.0
3151,2012-07-01,Ethiopia,Amhara,North Shewa,2.0
3154,2012-07-01,Ethiopia,Amhara,Oromia,2.0
3156,2012-07-01,Ethiopia,Amhara,South Gondar,2.0
4439,2012-07-01,Ethiopia,SNNPR,South Omo,3.0
3158,2012-07-01,Ethiopia,Amhara,South Wollo,2.0
3160,2012-07-01,Ethiopia,Amhara,Argoba,2.0
3764,2012-07-01,Ethiopia,Amhara,Wag Himra,3.0
3162,2012-07-01,Ethiopia,Oromia,West Arsi,2.0
3165,2012-07-01,Ethiopia,Oromia,West Shewa,2.0
5486,2012-07-01,Ethiopia,Tigray,West Tigray,1.0
3766,2012-07-01,Ethiopia,SNNPR,Wolayita,3.0
5487,2012-07-01,Ethiopia,SNNPR,Yem,1.0
3169,2012-07-01,Ethiopia,Afar,Gabi,2.0
3171,2012-07-01,Ethiopia,Afar,Khari,2.0
3173,2012-07-01,Ethiopia,Tigray,Northwest Tigray,2.0
5493,2012-07-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
5497,2012-07-01,Ethiopia,Oromia,South West Shewa,1.0
3775,2012-07-01,Ethiopia,SNNPR,Hadiya,3.0
4461,2012-07-01,Ethiopia,SNNPR,Silltie,3.0
6622,2012-07-01,Ethiopia,Harari,Harari,99.0
5498,2012-07-01,Ethiopia,Amhara,North Gondar,1.0
5483,2012-07-01,Ethiopia,Amhara,West Gojam,1.0
5460,2012-07-01,Ethiopia,Amhara,Awi,1.0
5491,2012-07-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6627,2012-07-01,Ethiopia,Addis Ababa,Region 14,99.0
1541,2018-02-01,Ethiopia,SNNPR,Segen,2.0
4918,2018-02-01,Ethiopia,Oromia,Bale,3.0
4919,2018-02-01,Ethiopia,Oromia,Borena,3.0
4938,2018-02-01,Ethiopia,Somali,Jarar,3.0
5087,2018-02-01,Ethiopia,Oromia,East Wellega,1.0
1556,2018-02-01,Ethiopia,SNNPR,Gedeo,2.0
1557,2018-02-01,Ethiopia,Oromia,Gujii,2.0
5092,2018-02-01,Ethiopia,Oromia,Ilubabor,1.0
1560,2018-02-01,Ethiopia,Somali,Fafan,2.0
5096,2018-02-01,Ethiopia,Oromia,Kelem,1.0
6888,2018-02-01,Ethiopia,Somali,Korahe,99.0
4925,2018-02-01,Ethiopia,Somali,Liben,3.0
5101,2018-02-01,Ethiopia,Amhara,North Wollo,1.0
5102,2018-02-01,Ethiopia,Gambela,Nuer,1.0
1568,2018-02-01,Ethiopia,Somali,Sitti,2.0
5108,2018-02-01,Ethiopia,Tigray,South Tigray,1.0
1575,2018-02-01,Ethiopia,Oromia,West Hararge,2.0
5115,2018-02-01,Ethiopia,Oromia,West Wellega,1.0
1579,2018-02-01,Ethiopia,Afar,Awusi,2.0
1581,2018-02-01,Ethiopia,Afar,Fanti,2.0
4943,2018-02-01,Ethiopia,Somali,Shebelle,3.0
5124,2018-02-01,Ethiopia,Gambela,Itang,1.0
5125,2018-02-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5127,2018-02-01,Ethiopia,Gambela,Agniwak,1.0
1588,2018-02-01,Ethiopia,Oromia,East Hararge,2.0
1589,2018-02-01,Ethiopia,Tigray,East Tigray,2.0
5131,2018-02-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5132,2018-02-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
1591,2018-02-01,Ethiopia,Afar,Kilbati,2.0
4934,2018-02-01,Ethiopia,Somali,Nogob,3.0
6890,2018-02-01,Ethiopia,Somali,Dollo,99.0
5073,2018-02-01,Ethiopia,SNNPR,Sheka,1.0
1544,2018-02-01,Ethiopia,SNNPR,Sidama,2.0
4937,2018-02-01,Ethiopia,Somali,Afder,3.0
1546,2018-02-01,Ethiopia,SNNPR,Alaba,2.0
5078,2018-02-01,Ethiopia,Oromia,Arsi,1.0
1548,2018-02-01,Ethiopia,SNNPR,Basketo,2.0
5081,2018-02-01,Ethiopia,SNNPR,Bench Maji,1.0
5082,2018-02-01,Ethiopia,Tigray,Central Tigray,1.0
1550,2018-02-01,Ethiopia,SNNPR,Dawro,2.0
1552,2018-02-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
5085,2018-02-01,Ethiopia,Amhara,East Gojam,1.0
5086,2018-02-01,Ethiopia,Oromia,East Shewa,1.0
1555,2018-02-01,Ethiopia,SNNPR,Gamo Gofa,2.0
5089,2018-02-01,Ethiopia,SNNPR,Gurage,1.0
5091,2018-02-01,Ethiopia,Oromia,Horo Guduru,1.0
5093,2018-02-01,Ethiopia,Oromia,Jimma,1.0
1562,2018-02-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
5095,2018-02-01,Ethiopia,SNNPR,Keffa,1.0
5097,2018-02-01,Ethiopia,SNNPR,Konta,1.0
5099,2018-02-01,Ethiopia,Gambela,Mezhenger,1.0
5100,2018-02-01,Ethiopia,Amhara,North Shewa,1.0
5103,2018-02-01,Ethiopia,Amhara,Oromia,1.0
5105,2018-02-01,Ethiopia,Amhara,South Gondar,1.0
1570,2018-02-01,Ethiopia,SNNPR,South Omo,2.0
5107,2018-02-01,Ethiopia,Amhara,South Wollo,1.0
5109,2018-02-01,Ethiopia,Amhara,Argoba,1.0
1573,2018-02-01,Ethiopia,Amhara,Wag Himra,2.0
5111,2018-02-01,Ethiopia,Oromia,West Arsi,1.0
5114,2018-02-01,Ethiopia,Oromia,West Shewa,1.0
5116,2018-02-01,Ethiopia,Tigray,West Tigray,1.0
1577,2018-02-01,Ethiopia,SNNPR,Wolayita,2.0
5117,2018-02-01,Ethiopia,SNNPR,Yem,1.0
1580,2018-02-01,Ethiopia,Afar,Gabi,2.0
1582,2018-02-01,Ethiopia,Afar,Khari,2.0
5123,2018-02-01,Ethiopia,Tigray,Northwest Tigray,1.0
5128,2018-02-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
5134,2018-02-01,Ethiopia,Oromia,South West Shewa,1.0
1593,2018-02-01,Ethiopia,SNNPR,Hadiya,2.0
1594,2018-02-01,Ethiopia,SNNPR,Silltie,2.0
1559,2018-02-01,Ethiopia,Harari,Harari,2.0
5136,2018-02-01,Ethiopia,Amhara,North Gondar,1.0
5112,2018-02-01,Ethiopia,Amhara,West Gojam,1.0
5079,2018-02-01,Ethiopia,Amhara,Awi,1.0
5126,2018-02-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
5133,2018-02-01,Ethiopia,Addis Ababa,Region 14,1.0
3690,2014-04-01,Ethiopia,SNNPR,Segen,2.0
1597,2014-04-01,Ethiopia,Oromia,Bale,2.0
1598,2014-04-01,Ethiopia,Oromia,Borena,2.0
3700,2014-04-01,Ethiopia,Somali,Jarar,2.0
5213,2014-04-01,Ethiopia,Oromia,East Wellega,1.0
5215,2014-04-01,Ethiopia,SNNPR,Gedeo,1.0
5216,2014-04-01,Ethiopia,Oromia,Gujii,1.0
5219,2014-04-01,Ethiopia,Oromia,Ilubabor,1.0
3708,2014-04-01,Ethiopia,Somali,Fafan,2.0
5222,2014-04-01,Ethiopia,Oromia,Kelem,1.0
3713,2014-04-01,Ethiopia,Somali,Korahe,2.0
3714,2014-04-01,Ethiopia,Somali,Liben,2.0
1614,2014-04-01,Ethiopia,Amhara,North Wollo,2.0
5227,2014-04-01,Ethiopia,Gambela,Nuer,1.0
3718,2014-04-01,Ethiopia,Somali,Sitti,2.0
6040,2014-04-01,Ethiopia,Tigray,South Tigray,3.0
1623,2014-04-01,Ethiopia,Oromia,West Hararge,2.0
5235,2014-04-01,Ethiopia,Oromia,West Wellega,1.0
3729,2014-04-01,Ethiopia,Afar,Awusi,2.0
3731,2014-04-01,Ethiopia,Afar,Fanti,2.0
3733,2014-04-01,Ethiopia,Somali,Shebelle,2.0
5240,2014-04-01,Ethiopia,Gambela,Itang,1.0
5241,2014-04-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5243,2014-04-01,Ethiopia,Gambela,Agniwak,1.0
1632,2014-04-01,Ethiopia,Oromia,East Hararge,2.0
6051,2014-04-01,Ethiopia,Tigray,East Tigray,3.0
5245,2014-04-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5246,2014-04-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
6052,2014-04-01,Ethiopia,Afar,Kilbati,3.0
3739,2014-04-01,Ethiopia,Somali,Nogob,2.0
3741,2014-04-01,Ethiopia,Somali,Dollo,2.0
5201,2014-04-01,Ethiopia,SNNPR,Sheka,1.0
3693,2014-04-01,Ethiopia,SNNPR,Sidama,2.0
3694,2014-04-01,Ethiopia,Somali,Afder,2.0
3695,2014-04-01,Ethiopia,SNNPR,Alaba,2.0
5205,2014-04-01,Ethiopia,Oromia,Arsi,1.0
5207,2014-04-01,Ethiopia,SNNPR,Basketo,1.0
5208,2014-04-01,Ethiopia,SNNPR,Bench Maji,1.0
6029,2014-04-01,Ethiopia,Tigray,Central Tigray,3.0
5210,2014-04-01,Ethiopia,SNNPR,Dawro,1.0
1604,2014-04-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
5211,2014-04-01,Ethiopia,Amhara,East Gojam,1.0
5212,2014-04-01,Ethiopia,Oromia,East Shewa,1.0
3704,2014-04-01,Ethiopia,SNNPR,Gamo Gofa,2.0
5217,2014-04-01,Ethiopia,SNNPR,Gurage,1.0
5218,2014-04-01,Ethiopia,Oromia,Horo Guduru,1.0
5220,2014-04-01,Ethiopia,Oromia,Jimma,1.0
3710,2014-04-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
5221,2014-04-01,Ethiopia,SNNPR,Keffa,1.0
5223,2014-04-01,Ethiopia,SNNPR,Konta,1.0
5225,2014-04-01,Ethiopia,Gambela,Mezhenger,1.0
5226,2014-04-01,Ethiopia,Amhara,North Shewa,1.0
3717,2014-04-01,Ethiopia,Amhara,Oromia,2.0
3719,2014-04-01,Ethiopia,Amhara,South Gondar,2.0
3720,2014-04-01,Ethiopia,SNNPR,South Omo,2.0
6039,2014-04-01,Ethiopia,Amhara,South Wollo,3.0
3723,2014-04-01,Ethiopia,Amhara,Argoba,2.0
6041,2014-04-01,Ethiopia,Amhara,Wag Himra,3.0
1622,2014-04-01,Ethiopia,Oromia,West Arsi,2.0
5234,2014-04-01,Ethiopia,Oromia,West Shewa,1.0
5236,2014-04-01,Ethiopia,Tigray,West Tigray,1.0
3727,2014-04-01,Ethiopia,SNNPR,Wolayita,2.0
5237,2014-04-01,Ethiopia,SNNPR,Yem,1.0
3730,2014-04-01,Ethiopia,Afar,Gabi,2.0
3732,2014-04-01,Ethiopia,Afar,Khari,2.0
5239,2014-04-01,Ethiopia,Tigray,Northwest Tigray,1.0
5244,2014-04-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
5248,2014-04-01,Ethiopia,Oromia,South West Shewa,1.0
3738,2014-04-01,Ethiopia,SNNPR,Hadiya,2.0
3740,2014-04-01,Ethiopia,SNNPR,Silltie,2.0
1610,2014-04-01,Ethiopia,Harari,Harari,2.0
5249,2014-04-01,Ethiopia,Amhara,North Gondar,1.0
5232,2014-04-01,Ethiopia,Amhara,West Gojam,1.0
5206,2014-04-01,Ethiopia,Amhara,Awi,1.0
5242,2014-04-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6868,2014-04-01,Ethiopia,Addis Ababa,Region 14,99.0
1640,2011-07-01,Ethiopia,SNNPR,Segen,3.0
4751,2011-07-01,Ethiopia,Oromia,Bale,4.0
4752,2011-07-01,Ethiopia,Oromia,Borena,4.0
1651,2011-07-01,Ethiopia,Somali,Jarar,3.0
6496,2011-07-01,Ethiopia,Oromia,East Wellega,1.0
1655,2011-07-01,Ethiopia,SNNPR,Gedeo,3.0
1656,2011-07-01,Ethiopia,Oromia,Gujii,3.0
6502,2011-07-01,Ethiopia,Oromia,Ilubabor,1.0
1659,2011-07-01,Ethiopia,Somali,Fafan,3.0
6505,2011-07-01,Ethiopia,Oromia,Kelem,1.0
4758,2011-07-01,Ethiopia,Somali,Korahe,4.0
4759,2011-07-01,Ethiopia,Somali,Liben,4.0
2804,2011-07-01,Ethiopia,Amhara,North Wollo,2.0
1668,2011-07-01,Ethiopia,Gambela,Nuer,3.0
1670,2011-07-01,Ethiopia,Somali,Sitti,3.0
1673,2011-07-01,Ethiopia,Tigray,South Tigray,3.0
1676,2011-07-01,Ethiopia,Oromia,West Hararge,3.0
6517,2011-07-01,Ethiopia,Oromia,West Wellega,1.0
1679,2011-07-01,Ethiopia,Afar,Awusi,3.0
1681,2011-07-01,Ethiopia,Afar,Fanti,3.0
4763,2011-07-01,Ethiopia,Somali,Shebelle,4.0
2825,2011-07-01,Ethiopia,Gambela,Itang,2.0
2826,2011-07-01,Ethiopia,Benshangul Gumuz,Mao-Komo,2.0
2827,2011-07-01,Ethiopia,Gambela,Agniwak,2.0
1686,2011-07-01,Ethiopia,Oromia,East Hararge,3.0
2830,2011-07-01,Ethiopia,Tigray,East Tigray,2.0
6525,2011-07-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
6526,2011-07-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
1688,2011-07-01,Ethiopia,Afar,Kilbati,3.0
4765,2011-07-01,Ethiopia,Somali,Nogob,4.0
4766,2011-07-01,Ethiopia,Somali,Dollo,4.0
6488,2011-07-01,Ethiopia,SNNPR,Sheka,1.0
1643,2011-07-01,Ethiopia,SNNPR,Sidama,3.0
1644,2011-07-01,Ethiopia,Somali,Afder,3.0
1645,2011-07-01,Ethiopia,SNNPR,Alaba,3.0
1646,2011-07-01,Ethiopia,Oromia,Arsi,3.0
6491,2011-07-01,Ethiopia,SNNPR,Basketo,1.0
6492,2011-07-01,Ethiopia,SNNPR,Bench Maji,1.0
2784,2011-07-01,Ethiopia,Tigray,Central Tigray,2.0
2785,2011-07-01,Ethiopia,SNNPR,Dawro,2.0
2787,2011-07-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
6494,2011-07-01,Ethiopia,Amhara,East Gojam,1.0
2789,2011-07-01,Ethiopia,Oromia,East Shewa,2.0
1654,2011-07-01,Ethiopia,SNNPR,Gamo Gofa,3.0
2794,2011-07-01,Ethiopia,SNNPR,Gurage,2.0
6501,2011-07-01,Ethiopia,Oromia,Horo Guduru,1.0
6503,2011-07-01,Ethiopia,Oromia,Jimma,1.0
1661,2011-07-01,Ethiopia,SNNPR,Kembata Tembaro,3.0
6504,2011-07-01,Ethiopia,SNNPR,Keffa,1.0
6506,2011-07-01,Ethiopia,SNNPR,Konta,1.0
2802,2011-07-01,Ethiopia,Gambela,Mezhenger,2.0
2803,2011-07-01,Ethiopia,Amhara,North Shewa,2.0
2806,2011-07-01,Ethiopia,Amhara,Oromia,2.0
2808,2011-07-01,Ethiopia,Amhara,South Gondar,2.0
1672,2011-07-01,Ethiopia,SNNPR,South Omo,3.0
2810,2011-07-01,Ethiopia,Amhara,South Wollo,2.0
2812,2011-07-01,Ethiopia,Amhara,Argoba,2.0
1674,2011-07-01,Ethiopia,Amhara,Wag Himra,3.0
1675,2011-07-01,Ethiopia,Oromia,West Arsi,3.0
2816,2011-07-01,Ethiopia,Oromia,West Shewa,2.0
6518,2011-07-01,Ethiopia,Tigray,West Tigray,1.0
1677,2011-07-01,Ethiopia,SNNPR,Wolayita,3.0
6519,2011-07-01,Ethiopia,SNNPR,Yem,1.0
1680,2011-07-01,Ethiopia,Afar,Gabi,3.0
1682,2011-07-01,Ethiopia,Afar,Khari,3.0
2824,2011-07-01,Ethiopia,Tigray,Northwest Tigray,2.0
2828,2011-07-01,Ethiopia,Benshangul Gumuz,Asosa,2.0
6528,2011-07-01,Ethiopia,Oromia,South West Shewa,1.0
1690,2011-07-01,Ethiopia,SNNPR,Hadiya,3.0
2837,2011-07-01,Ethiopia,SNNPR,Silltie,2.0
6910,2011-07-01,Ethiopia,Harari,Harari,99.0
6529,2011-07-01,Ethiopia,Amhara,North Gondar,1.0
6515,2011-07-01,Ethiopia,Amhara,West Gojam,1.0
6490,2011-07-01,Ethiopia,Amhara,Awi,1.0
6522,2011-07-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6917,2011-07-01,Ethiopia,Addis Ababa,Region 14,99.0
3628,2016-10-01,Ethiopia,SNNPR,Segen,1.0
1787,2016-10-01,Ethiopia,Oromia,Bale,2.0
1788,2016-10-01,Ethiopia,Oromia,Borena,2.0
5911,2016-10-01,Ethiopia,Somali,Jarar,2.0
2057,2016-10-01,Ethiopia,Oromia,East Wellega,1.0
3636,2016-10-01,Ethiopia,SNNPR,Gedeo,1.0
2060,2016-10-01,Ethiopia,Oromia,Gujii,1.0
2063,2016-10-01,Ethiopia,Oromia,Ilubabor,1.0
5918,2016-10-01,Ethiopia,Somali,Fafan,2.0
2067,2016-10-01,Ethiopia,Oromia,Kelem,1.0
5920,2016-10-01,Ethiopia,Somali,Korahe,2.0
1801,2016-10-01,Ethiopia,Somali,Liben,2.0
2072,2016-10-01,Ethiopia,Amhara,North Wollo,1.0
2073,2016-10-01,Ethiopia,Gambela,Nuer,1.0
6730,2016-10-01,Ethiopia,Somali,Sitti,3.0
2078,2016-10-01,Ethiopia,Tigray,South Tigray,1.0
1805,2016-10-01,Ethiopia,Oromia,West Hararge,2.0
2084,2016-10-01,Ethiopia,Oromia,West Wellega,1.0
5935,2016-10-01,Ethiopia,Afar,Awusi,2.0
5937,2016-10-01,Ethiopia,Afar,Fanti,2.0
5939,2016-10-01,Ethiopia,Somali,Shebelle,2.0
2093,2016-10-01,Ethiopia,Gambela,Itang,1.0
2094,2016-10-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
2096,2016-10-01,Ethiopia,Gambela,Agniwak,1.0
1810,2016-10-01,Ethiopia,Oromia,East Hararge,2.0
2098,2016-10-01,Ethiopia,Tigray,East Tigray,1.0
2099,2016-10-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
2100,2016-10-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
5948,2016-10-01,Ethiopia,Afar,Kilbati,2.0
5950,2016-10-01,Ethiopia,Somali,Nogob,2.0
1814,2016-10-01,Ethiopia,Somali,Dollo,2.0
2044,2016-10-01,Ethiopia,SNNPR,Sheka,1.0
2046,2016-10-01,Ethiopia,SNNPR,Sidama,1.0
1790,2016-10-01,Ethiopia,Somali,Afder,2.0
3631,2016-10-01,Ethiopia,SNNPR,Alaba,1.0
5908,2016-10-01,Ethiopia,Oromia,Arsi,2.0
2051,2016-10-01,Ethiopia,SNNPR,Basketo,1.0
2052,2016-10-01,Ethiopia,SNNPR,Bench Maji,1.0
2053,2016-10-01,Ethiopia,Tigray,Central Tigray,1.0
2054,2016-10-01,Ethiopia,SNNPR,Dawro,1.0
5912,2016-10-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
2055,2016-10-01,Ethiopia,Amhara,East Gojam,1.0
5914,2016-10-01,Ethiopia,Oromia,East Shewa,2.0
3635,2016-10-01,Ethiopia,SNNPR,Gamo Gofa,1.0
2061,2016-10-01,Ethiopia,SNNPR,Gurage,1.0
2062,2016-10-01,Ethiopia,Oromia,Horo Guduru,1.0
2064,2016-10-01,Ethiopia,Oromia,Jimma,1.0
2065,2016-10-01,Ethiopia,SNNPR,Kembata Tembaro,1.0
2066,2016-10-01,Ethiopia,SNNPR,Keffa,1.0
2068,2016-10-01,Ethiopia,SNNPR,Konta,1.0
2070,2016-10-01,Ethiopia,Gambela,Mezhenger,1.0
2071,2016-10-01,Ethiopia,Amhara,North Shewa,1.0
